id,name,security_type,city,state_name,annual_revenue,business_type,staff_pick,start_date,entity_id,price_rating,market_rating,team_rating,performance_rating,overall_rating,differentiation_rating,overall_average,risk_rating,financials_risk_rating
261,COLORS: Oakland,Equity - Common,,null,0,65,250,2/14/2020 0:00,55872,4.8,1.2,4.4,1,1.8,1.2,2.52,0,0
262,"Baqua, Inc.",Equity - Common,,null,6211,65,250,2/14/2020 0:00,55809,3.3,1,2.5,2.5,1.2,1.2,2.09,0,0
263,Thuzio,SAFE,,null,2600000,65,248,2/14/2020 0:00,56189,2.9,3.1,3.7,5,4.8,3.1,3.57,0,0
264,KulaCrate,Equity - Common,,null,110,65,250,2/14/2020 0:00,55996,4.6,3.1,1,1,2.3,3.7,2.68,0,0
266,Galactic Adventures,Equity - Preferred,,null,0,65,249,2/13/2020 0:00,56107,3.5,2.9,1,1,1,1,1.88,0,0
267,"GoBQ Grills, Inc.",Equity - Common,,null,45755,65,250,2/13/2020 0:00,55673,3.1,4.2,1,3.3,2.3,1.8,2.68,0,0
268,ThoughtFull Toys Inc.,Equity - Preferred,,null,1580699,277,250,2/13/2020 0:00,56214,3.3,3.5,5,5,5,2.5,3.86,0,0
270,Everydae,SAFE,,null,326909,277,250,2/7/2020 0:00,56190,2.3,2.7,4.2,3.5,3.3,2.5,3.02,0,0
271,Delsure Health Insurance,Equity - Common,,null,0,277,249,2/7/2020 0:00,55982,4.4,4.2,1,3.9,3.1,1.2,2.94,0,0
272,Pacific Integrated Energy,Equity - Common,,null,6000,66,250,2/7/2020 0:00,55959,1,4.8,4.6,4.6,4.4,2.1,3.4,0,0
273,Zanbazan,SAFE,,null,0,65,250,2/6/2020 0:00,56165,5,4.8,1,1,2.7,2.5,2.85,0,0
276,The Greatest Adventure on Earth,SAFE,,null,0,65,250,2/4/2020 0:00,56157,4.2,5,2.1,1,3.9,4.2,3.27,0,0
277,Pure Green Franchise,SAFE,,null,2692030,65,248,2/4/2020 0:00,56054,2.1,3.7,3.9,4.4,3.5,1.2,3.06,0,0
278,Yae! Organics,Equity - Common,,null,128989,65,250,2/3/2020 0:00,56117,4.6,5,1.8,3.3,3.7,1,3.15,0,0
279,Franny's Manufacturing,Equity - Common,,null,93578,65,250,2/3/2020 0:00,55612,4.4,4.6,3.3,3.1,3.9,1,3.27,0,0
280,SoKO,Equity - Common,,null,544360,65,248,2/3/2020 0:00,56215,2.1,4.2,2.1,3.7,2.1,1.2,2.64,0,0
281,SONDORS Electric Car Company,Equity - Common,,null,0,66,248,2/3/2020 0:00,56216,1,5,2.9,3.7,3.3,2.5,3.02,0,0
282,Dispatch Goods,SAFE,,null,0,277,248,2/3/2020 0:00,56148,4.4,4.8,1.4,1,2.9,3.1,2.94,0,0
283,Fashwire,SAFE,,null,0,277,250,2/3/2020 0:00,56108,2.3,3.9,1,3.5,2.1,2.5,2.64,0,0
284,Proper Good,SAFE,,null,0,277,250,1/31/2020 0:00,56191,3.3,4.8,3.9,1,3.3,2.1,3.02,0,0
285,Mammalz,Convertible Note,,null,337,277,248,1/31/2020 0:00,56079,4.2,3.1,2.9,2.9,4.6,4.2,3.44,0,0
287,OuiPlease,Equity - Common,,null,350719,65,249,1/31/2020 0:00,56217,4.2,3.3,2.9,3.5,3.1,1,2.98,0,0
288,Edison Golf Company,SAFE,,null,0,65,250,1/30/2020 0:00,56222,4.8,1.8,5,1,2.9,1.8,2.89,0,0
290,Kansas City Breweries & Beverage Company,Equity - Common,,null,2400,65,250,1/28/2020 0:00,55918,2.3,5,1,2.3,1.4,1,2.31,0,0
291,Aviana Holdings,Equity - Common,,null,33600,277,250,1/28/2020 0:00,55919,1.4,4.6,3.9,4.6,3.9,1.6,3.23,0,0
292,Neurohacker Collective,SAFE,,null,6624934,277,250,1/28/2020 0:00,56262,1,5,3.3,5,3.5,1,3.06,0,0
293,The Fantasy Network,Equity - Common,,null,70607,65,250,1/28/2020 0:00,55827,2.5,3.1,3.9,3.1,3.9,3.7,3.27,0,0
294,CannTrade,SAFE,,null,47110,65,250,1/28/2020 0:00,56242,3.7,4.8,1.4,2.9,3.3,2.5,3.06,0,0
299,A Boring Life,SAFE,,null,26014,277,247,1/27/2020 0:00,56082,4.6,4.6,2.3,3.1,3.9,1.8,3.27,0,0
300,Plei,SAFE,,null,133000,66,247,1/27/2020 0:00,56166,2.7,3.9,2.1,3.5,4.4,4.8,3.4,0,0
301,FlowerBee Group,Convertible Note,,null,0,65,250,1/27/2020 0:00,56141,4.6,4.4,1.8,1,3.1,3.1,2.98,0,0
302,Sinusave,CAFES,,null,19793,65,250,1/23/2020 0:00,56132,4.2,4.8,2.9,2.7,3.9,1.6,3.23,0,0
303,Elite Amateur Fight League,Equity - Common,,null,13080,65,250,1/23/2020 0:00,55762,3.5,3.1,2.7,2.5,3.5,3.7,3.11,0,0
304,Amplified Ale Works,Equity - Preferred,,null,2904698,65,248,1/23/2020 0:00,56223,1.8,5,3.9,5,4.4,1,3.36,0,0
305,Acciyo,SAFE,,null,0,277,250,1/23/2020 0:00,56093,4.4,4.8,1,2.9,4.4,3.7,3.36,0,0
310,Veridian at County Farm,Equity - Preferred,Detroit,Michigan,null,65,250,1/17/2020 0:00,55935,5,1.6,3.3,1,3.3,4.2,3.02,0,0
329,3 Some Chocolate Cuisine,SAFE,Mount Vernon,New York,null,277,250,1/10/2020 0:00,55855,4.6,1.4,2.1,1,1,1.2,2.05,0,0
330,ElliptiGO,Equity - Preferred,,null,4642737,65,250,1/10/2020 0:00,56272,1,3.1,3.7,5,3.1,2.1,2.98,0,0
332,Shockwave Motors,Equity - Common,,null,0,65,250,1/10/2020 0:00,55906,4.2,2.7,4.6,1,3.5,3.1,3.11,0,0
333,Natural Selection,SAFE,,null,906604,65,250,1/9/2020 0:00,56232,2.9,3.1,1,3.9,1.4,1,2.39,0,0
334,70 Million Jobs,SAFE,,null,86992,66,248,1/9/2020 0:00,56167,2.3,4.4,4.8,4.6,4.8,1.6,3.53,0,0
335,NIRA Skin,Equity - Common,,null,2388,65,250,1/8/2020 0:00,56234,1.6,3.1,4.4,2.3,3.5,4.2,3.11,0,0
338,SecretDays,CAFES,,null,0,65,250,1/7/2020 0:00,56090,5,1,1,1,1,1,1.8,0,0
339,Narrative Food,Equity - Preferred,,null,510377,65,250,1/6/2020 0:00,56192,4.8,1.8,1,3.7,1.6,1.2,2.52,0,0
342,Oodles Corporation,SAFE,,null,9301,277,249,1/6/2020 0:00,55980,2.7,2.1,4.6,4.4,3.1,1.2,2.98,0,0
343,NovoMoto,Convertible Note,,null,21045,65,250,1/6/2020 0:00,56083,4.2,3.3,1.4,2.7,2.9,3.1,2.94,0,0
344,Oracle Health,SAFE,,null,0,66,250,1/6/2020 0:00,56251,4.2,3.1,4.2,1,4.2,4.2,3.32,0,0
345,LiquidPiston,Equity - Common,,null,2840294,277,247,1/3/2020 0:00,56238,1,5,4.2,5,5,3.7,3.78,0,0
346,Geoship,Equity - Common,,null,0,277,250,1/3/2020 0:00,56109,2.3,4.4,1,1,2.3,4.8,2.68,0,0
347,BitiCar,Equity - Common,,null,0,65,250,1/2/2020 0:00,55451,1.2,4.6,1,1,1,2.1,1.97,0,0
348,Lyons Ave Renaissance,Equity - Common,,null,0,65,250,1/2/2020 0:00,56102,4.6,3.1,3.5,1,2.1,1,2.64,0,0
349,Bum Butt Corporation,CAFES,,null,0,65,250,1/2/2020 0:00,56041,5,4.8,1,1,2.7,2.5,2.85,0,0
350,ZAMii,CAFES,,null,0,65,249,1/2/2020 0:00,56042,5,4.2,1,1,1.6,1,2.43,0,0
351,Social5,Equity - Common,,null,2646599,65,249,1/2/2020 0:00,55816,2.7,3.3,3.5,4.4,3.1,1,2.98,0,0
352,Vibravision,Equity - Common,,null,48597,277,249,1/2/2020 0:00,55817,2.7,1.8,3.7,2.9,1.6,1.2,2.47,0,0
353,Citizen Armor,Equity - Common,,null,287969,65,250,1/2/2020 0:00,56158,2.5,3.7,3.5,3.5,3.9,3.1,3.27,0,0
355,Coinseed,SAFE,,null,279257,66,250,1/2/2020 0:00,56168,3.7,2.9,1.6,3.5,2.7,2.5,2.85,0,0
356,Saberation,Equity - Common,,null,70379,65,250,1/2/2020 0:00,56159,4.6,5,1,3.1,3.1,1.2,2.98,0,0
362,Stay Cool,SAFE,,null,57694,65,250,1/2/2020 0:00,56193,4.2,4.2,1.8,2.9,4.4,3.7,3.36,0,0
363,Nuu Rez,Equity - Common,,null,0,65,248,1/2/2020 0:00,55744,4.2,5,4.6,1,4.8,3.1,3.57,0,0
366,Hoop Tea,Equity - Preferred,,null,0,65,250,12/30/2019 0:00,56020,2.9,4.8,2.7,1,1.6,1,2.47,0,0
368,Stareable,SAFE,,null,48383,66,250,12/30/2019 0:00,56169,3.3,4.2,2.1,3.9,3.7,2.5,3.19,0,0
369,Rocket Dollar,SAFE,,null,50895,66,248,12/30/2019 0:00,56246,1.4,5,3.7,3.9,3.7,1.6,3.15,0,0
370,Juna,SAFE,,null,161134,277,248,12/27/2019 0:00,56071,4.4,4.6,2.3,3.3,3.5,1,3.11,0,0
372,CompanionCBD,Equity - Common,,null,18261,277,250,12/23/2019 0:00,56253,4.2,2.1,4.8,2.7,3.5,1.6,3.06,0,0
373,Prime Lightworks,Equity - Common,,null,0,66,249,12/23/2019 0:00,55745,2.1,3.3,2.9,3.5,2.7,2.5,2.85,0,0
374,Rumble Motors,Equity - Common,,null,353000,277,250,12/23/2019 0:00,55542,1.8,4.8,1,3.5,2.1,2.1,2.64,0,0
375,SkillSoniq,SAFE,,null,5882,277,250,12/20/2019 0:00,56229,3.3,2.9,1.6,2.5,2.3,3.1,2.68,0,0
378,HARA Flow,Equity - Common,,null,179360,65,250,12/20/2019 0:00,56194,1.8,4.6,1,3.3,1.4,1,2.35,0,0
379,Commerce.AI,Equity - Common,,null,356000,66,247,12/20/2019 0:00,56127,1.2,4.8,2.5,5,3.3,1.6,3.02,0,0
381,Michael Ray Galleries,CAFES,,null,0,65,250,9/5/2019 0:00,56043,5,1,4.6,1,1.8,1,2.52,0,0
382,Of The North Beverage International,CAFES,,null,0,65,250,9/4/2019 0:00,56044,2.5,5,5,1,2.9,1.2,2.94,0,0
383,English for a Song,CAFES,,null,0,277,250,9/4/2019 0:00,56045,5,4.6,4.6,1,4.2,1.2,3.27,0,0
384,Palouse Ag-Drone Services,CAFES,,null,0,277,250,7/11/2019 0:00,56046,5,3.3,1,1,2.3,3.1,2.68,0,0
385,"earthdog, GP",CAFES,,null,286000,65,250,9/4/2019 0:00,56047,4.8,2.1,4.8,3.5,3.9,1,3.23,0,0
386,Shira Productions,CAFES,,null,0,65,250,4/1/2019 0:00,56133,5,1,1,1,1,1,1.8,0,0
387,Simpkins E-Bikes,CAFES,,null,0,65,250,4/4/2019 0:00,56134,5,3.3,5,1,3.9,2.1,3.27,0,0
388,Plugsby,CAFES,,null,0,65,250,4/22/2019 0:00,56048,5,3.9,1.2,1,2.1,2.1,2.64,0,0
389,EV Trail,CAFES,,null,0,66,250,5/20/2019 0:00,56049,5,3.1,1,1,1.6,2.5,2.52,0,0
391,18th and Fairfax LLC dba Intox-Detox,CAFES,,null,19606,65,249,9/5/2019 0:00,56050,5,1.6,2.7,2.7,1.8,1,2.6,0,0
392,The OmniPad Company,CAFES,,null,0,277,250,8/31/2019 0:00,56051,4.6,3.7,1,1,2.9,4.2,2.89,0,0
393,Elastico Tequila Grille Co,CAFES,,null,0,65,250,9/27/2019 0:00,56052,4.2,4.2,2.7,1,1.8,1,2.6,0,0
394,Bright Global Ventures,CAFES,,null,0,65,250,10/4/2019 0:00,56135,2.7,4.2,1,1,1,1,1.97,0,0
396,Journify,CAFES,,null,0,277,250,11/15/2019 0:00,56053,4.2,4.6,1,1,1.6,1.8,2.52,0,0
397,See Me Live,CAFES,,null,0,277,250,11/25/2019 0:00,56069,3.5,5,1,1,2.7,3.7,2.85,0,0
398,PaQuì Tequila,Equity - Common,,null,53553,277,250,12/19/2019 0:00,56118,2.7,3.1,5,4.8,4.6,1.8,3.48,0,0
399,SitTight,Equity - Common,,null,127134,65,250,12/19/2019 0:00,56254,1.6,3.5,3.3,3.3,3.5,3.7,3.11,0,0
417,Cloudastructure,SAFE,,null,130000,66,247,12/18/2019 0:00,56155,2.7,3.7,5,4.6,4.6,1.2,3.44,0,0
418,Airemos,Equity - Common,,null,300244,277,249,12/18/2019 0:00,56258,2.7,2.3,2.9,3.5,3.5,4.2,3.11,0,0
419,Skunk Brothers Spirits,Equity - Common,,null,75633,65,250,12/18/2019 0:00,56110,3.7,4.8,2.9,3.1,3.5,1,3.11,0,0
422,Sunu,SAFE,,null,321616,277,247,12/18/2019 0:00,56111,2.3,4.4,3.1,4.8,5,4.2,3.74,0,0
423,BioCurity Pharmaceuticals,Equity - Preferred,,null,0,66,250,12/17/2019 0:00,56119,1,1.6,3.5,3.7,2.3,3.7,2.73,0,0
424,XTI Aircraft,Equity - Common,,null,0,277,250,12/17/2019 0:00,55633,1,4.8,4.4,3.1,3.9,3.1,3.27,0,0
425,VegasWinners,Equity - Common,,null,11877,277,250,12/16/2019 0:00,56039,3.1,1.8,5,2.5,2.9,2.1,2.89,0,0
426,Alpha'a,SAFE,,null,105758,277,250,12/16/2019 0:00,56195,2.7,4.8,2.3,3.1,3.1,2.1,2.98,0,0
427,Genobank.io,SAFE,,null,0,66,250,12/16/2019 0:00,56080,2.5,1.8,2.1,1,1,2.5,1.97,0,0
433,CEO Space,Equity - Common,,null,781010,65,250,10/21/2019 0:00,56160,2.3,3.7,3.9,3.9,3.1,1,2.98,0,0
434,Vendaval,Equity - Preferred,,null,0,65,250,8/21/2019 0:00,55818,1.4,1,1,1,1,1.2,1.13,0,0
435,Slumber Bump,Equity - Common,,null,199139,65,250,10/1/2019 0:00,56161,3.5,3.1,4.6,3.3,4.2,2.1,3.32,0,0
436,Robovet,SAFE,,null,0,277,250,12/12/2019 0:00,56031,4.8,3.1,3.9,1,4.6,4.8,3.53,0,0
437,Akibah Health,Equity - Common,,null,0,66,248,12/12/2019 0:00,56196,3.1,2.7,2.7,1,2.9,5,2.89,0,0
438,Story2,SAFE,,null,418213,277,250,12/12/2019 0:00,56197,2.3,1.2,3.5,4.6,2.3,1.8,2.68,0,0
442,BatteryXchange,Convertible Note,,null,0,65,250,10/28/2019 0:00,55960,4.4,2.9,1,1,1.4,2.5,2.35,0,0
443,Billion Vegans,SAFE,,null,56277,66,248,12/11/2019 0:00,56255,3.3,3.1,3.3,4.4,4.6,3.1,3.44,0,0
445,Delee,SAFE,,null,0,277,248,12/11/2019 0:00,56220,2.3,4.8,4.2,4.4,5,4.8,4.07,0,0
448,Bee Mortgage App,Equity - Common,,null,0,277,250,11/18/2019 0:00,55920,3.5,5,1.2,1,2.3,2.5,2.64,0,0
449,Peeka VR,Equity - Common,,null,17130,66,250,11/19/2019 0:00,55921,4.2,4.4,1,2.7,4.2,4.2,3.27,0,0
453,C Meyers Feldman & Co,Equity - Common,,null,782715,65,250,6/6/2019 0:00,56142,3.5,2.5,5,3.9,3.7,1,3.19,0,0
454,Crafthouse Cocktails,Convertible Note,,null,622601,65,250,12/10/2019 0:00,56274,2.9,1.6,4.4,3.9,3.1,2.1,2.98,0,0
455,Atlis Motor Vehicles,Equity - Common,null,null,0,277,250,12/10/2019 0:00,56198,1,4.8,2.9,3.1,4.2,4.8,3.32,0,0
456,Back To Space,Equity - Preferred,,null,118457,277,250,12/9/2019 0:00,55992,3.1,3.7,2.9,3.9,3.1,1.2,2.98,0,0
457,Hive,SAFE,,null,2038139,66,248,12/9/2019 0:00,56267,2.3,3.3,4.8,4.4,4.8,3.1,3.57,0,0
458,Shark Wheel,Equity - Common,,null,950796,277,250,12/6/2019 0:00,56199,1.2,1.6,4.2,5,2.5,2.1,2.81,0,0
459,Dented Brick Distillery,SAFE,,null,396749,277,248,12/6/2019 0:00,56200,3.5,4.6,2.7,5,4.4,1,3.36,0,0
461,PhorMed,Equity - Common,,null,0,277,250,12/6/2019 0:00,55807,1,4.4,1,1,1.4,4.2,2.31,0,0
462,Grady's Cold Brew,Equity - Common,,null,3896701,277,248,12/6/2019 0:00,55746,1.8,2.7,3.5,4.4,2.9,2.1,2.89,0,0
463,RehabPath,SAFE,,null,214993,277,248,12/6/2019 0:00,56236,4.2,3.5,3.7,3.3,5,4.8,3.91,0,0
464,Thematic,Convertible Note,,null,10481,277,248,12/6/2019 0:00,56259,2.7,4.8,4.2,2.9,3.5,1,3.11,0,0
466,Linen App,SAFE,,null,0,277,250,12/5/2019 0:00,55498,1.4,5,1.6,1,1,1.2,2.05,0,0
467,Eight Bridges Brewing,Equity - Common,,null,369422,65,250,12/3/2019 0:00,56201,4.4,5,2.5,3.7,4.2,1,3.32,0,0
470,AmmoSquared,Equity - Preferred,,null,61265,277,250,12/2/2019 0:00,56256,3.7,4.2,2.5,2.9,4.8,4.8,3.61,0,0
472,World Tree,Equity - Common,,null,0,65,250,12/2/2019 0:00,56060,2.5,4.8,4.6,4.4,5,4.2,4.07,0,0
474,Buff Bake,SAFE,,null,2536240,277,250,12/2/2019 0:00,56250,2.9,3.9,2.7,4.4,3.5,1.6,3.11,0,0
475,Upshift,SAFE,,null,64847,66,248,12/2/2019 0:00,55566,3.1,5,3.3,4.8,5,3.7,3.99,0,0
478,LYFETYMES,SAFE,,null,0,277,249,11/20/2019 0:00,56269,2.9,4.4,1,1,1.2,1.6,2.18,0,0
481,Blue Top Brand,Equity - Preferred,,null,1057318,65,248,11/19/2019 0:00,56170,2.3,3.5,5,3.9,3.7,1.2,3.19,0,0
483,Attorney Et Al,Equity - Common,,null,0,277,250,11/18/2019 0:00,56145,2.3,1.8,5,1,1.4,1.6,2.35,0,0
485,Stemsation,Equity - Common,,null,0,277,250,11/18/2019 0:00,56239,2.3,4.8,4.4,1,2.3,1,2.68,0,0
486,ChoiceTrade,Equity - Common,,null,927143,66,247,11/15/2019 0:00,56154,1.2,3.3,4.6,3.9,3.9,3.1,3.23,0,0
488,AppApp,SAFE,,null,2332,65,249,11/14/2019 0:00,56270,2.9,4.6,2.3,2.5,3.3,3.1,3.06,0,0
491,Pressure Games,Convertible Note,,null,300,65,250,11/12/2019 0:00,56233,4.6,1.4,1,1,1.2,2.5,2.09,0,0
494,Growing Talent,SAFE,,null,0,277,250,11/12/2019 0:00,56143,4.4,4.8,2.1,1,3.3,3.1,3.06,0,0
495,Léon & George,SAFE,,null,1349052,277,247,11/11/2019 0:00,56263,2.3,4.8,2.1,5,4.8,3.7,3.57,0,0
496,Sweetberry,SAFE,,null,2089477,65,250,11/11/2019 0:00,56271,2.7,5,1.4,4.8,4.4,3.1,3.4,0,0
498,Ternio BlockCard,SAFE,,null,1201406,66,247,11/8/2019 0:00,56100,1.8,4.8,1.4,3.9,3.7,3.7,3.15,0,0
501,Wandering Barman,SAFE,,null,75515,65,250,11/5/2019 0:00,56237,4.2,4.2,2.9,3.1,4.4,2.5,3.36,0,0
502,Provenance,SAFE,,null,1430801,65,248,11/5/2019 0:00,55943,4.2,4.8,2.9,4.2,4.8,1.8,3.57,0,0
503,Ember Fund,SAFE,,null,1710,66,247,11/4/2019 0:00,56243,3.7,3.9,1.6,2.3,3.7,4.2,3.15,0,0
504,The Lieu,SAFE,,null,1893,65,250,11/4/2019 0:00,56202,3.7,4.6,1,2.3,3.7,4.2,3.15,0,0
507,Smart Soda,Equity - Common,,null,276616,65,250,11/1/2019 0:00,56235,2.1,4.6,2.3,3.5,2.3,1,2.68,0,0
508,Elevate Nutrition,Equity - Common,,null,98314,277,248,10/31/2019 0:00,56244,3.5,2.1,2.7,3.1,2.5,2.5,2.77,0,0
509,Megalopolis,Equity - Common,,null,749509,277,248,10/31/2019 0:00,56203,3.5,4.6,1.2,4.4,3.9,2.5,3.23,0,0
510,Rhino Hide,Equity - Common,,null,0,65,250,10/31/2019 0:00,56245,3.1,3.3,4.6,3.7,5,4.2,3.78,0,0
511,Currency Tracking Technologies,Other Security Type,,null,0,277,250,10/31/2019 0:00,56138,2.5,2.7,1,1,1.6,5,2.43,0,0
512,Called Higher Studios,Equity - Common,,null,0,65,249,10/30/2019 0:00,56240,4.8,4.6,2.7,1,3.1,1.8,2.98,0,0
513,Atmos Home,Convertible Note,,null,0,66,248,10/30/2019 0:00,55600,2.3,4.8,1.4,2.9,2.9,3.1,2.89,0,0
515,Life Imaging,Equity - Common,,null,0,277,249,10/29/2019 0:00,55613,4.4,4.4,1.6,1,2.3,2.1,2.68,0,0
518,Metaiye Knights,Equity - Preferred,,null,0,277,250,10/25/2019 0:00,55754,2.7,2.5,1.4,1,1,1.2,1.76,0,0
520,FreeRolls Entertainment,Equity - Preferred,,null,65185,65,250,10/24/2019 0:00,56204,1.8,5,1,3.9,1.8,1,2.56,0,0
526,PlantSnap Incorporated,Equity - Common,,null,2173483,66,248,10/22/2019 0:00,56205,1.2,4.6,2.9,4.4,4.6,4.2,3.44,0,0
531,Flowh,Equity - Common,,null,635,277,250,10/17/2019 0:00,55601,4.6,4.4,2.7,1,2.9,1.8,2.89,0,0
533,GoSun,Equity - Common,,null,1565135,65,250,10/16/2019 0:00,56096,1.6,3.1,4.4,4.6,4.8,4.2,3.57,0,0
534,Clear Water Distilling,Equity - Common,,null,0,65,250,10/16/2019 0:00,55791,2.7,5,1,1,1.2,1,2.14,0,0
537,Dapper Boi,Equity - Common,,null,334811,65,250,10/11/2019 0:00,56206,3.1,5,2.7,3.9,4.2,1.8,3.32,0,0
539,Chow420,Equity - Common,,null,0,277,250,10/11/2019 0:00,56035,3.5,4.8,1,1,1.8,2.5,2.56,0,0
541,Gravatate,SAFE,,null,234,66,250,10/9/2019 0:00,56247,4.2,2.3,2.9,3.7,3.9,3.1,3.23,0,0
542,hobbyDB,Equity - Preferred,,null,313961,277,250,10/9/2019 0:00,56226,1.4,3.1,4.6,5,4.2,2.5,3.32,0,0
544,Fisher Wallace Laboratories,Equity - Common,,null,4717684,65,248,10/8/2019 0:00,56268,1.6,4.2,3.9,4.4,5,4.2,3.65,0,0
547,Youcanevent,SAFE,,null,258659,66,247,10/8/2019 0:00,56171,3.1,3.7,2.1,3.5,2.7,1.8,2.85,0,0
548,SunVessel,SAFE,,null,0,66,250,10/7/2019 0:00,56231,4.2,3.3,1.6,1,1.6,2.5,2.52,0,0
556,Avenify,SAFE,,null,0,66,247,10/3/2019 0:00,56207,4.4,4.4,1,1,2.9,3.7,2.89,0,0
557,SelenBio,Equity - Common,,null,12142,66,250,10/3/2019 0:00,56218,1.4,2.1,2.3,4.4,2.1,3.1,2.64,0,0
562,Layali,SAFE,,null,109413,65,250,9/30/2019 0:00,56172,4.8,2.9,1,3.1,3.1,3.1,2.98,0,0
571,HelloAva,SAFE,,null,72144,66,248,9/24/2019 0:00,56260,1.6,4.4,2.1,3.5,3.7,4.2,3.15,0,0
572,Boyish Records,SAFE,,null,500,65,250,9/23/2019 0:00,56112,3.5,1.6,2.1,1,1,1,1.84,0,0
574,SoapSox,Equity - Common,,null,759911,65,250,9/20/2019 0:00,56173,3.1,3.1,3.5,3.9,5,4.8,3.69,0,0
576,Liberty Access Technologies,Equity - Common,,null,813613,66,248,9/20/2019 0:00,55732,1.4,3.3,5,3.9,3.9,2.5,3.23,0,0
582,LEAF & ASH,Convertible Note,,null,0,65,250,9/18/2019 0:00,55819,4.2,2.5,1,1,1.4,3.1,2.35,0,0
583,PromSocial,SAFE,,null,0,65,250,9/13/2019 0:00,56227,4.8,4.2,2.9,1,4.4,4.2,3.4,0,0
589,Colossal,SAFE,,null,2175,277,250,9/11/2019 0:00,56249,5,3.9,1.4,2.3,3.7,3.1,3.15,0,0
590,tinyB chocolate,SAFE,,null,317558,65,248,9/11/2019 0:00,56264,4.6,1.4,3.1,3.5,3.7,3.1,3.15,0,0
593,Locl,SAFE,,null,0,65,250,9/10/2019 0:00,56208,5,3.7,1,1,1.6,1.8,2.52,0,0
595,WeStrive,SAFE,,null,0,277,250,9/6/2019 0:00,56257,4.6,4.6,2.1,1,3.7,3.7,3.19,0,0
596,Le Bread Xpress,SAFE,,null,3953,65,250,9/6/2019 0:00,56219,4.8,3.3,2.5,4.4,4.8,3.1,3.61,0,0
600,Soar Robotics,SAFE,,null,0,66,250,9/5/2019 0:00,56266,3.3,3.1,2.7,1,1.6,2.5,2.52,0,0
602,Green Growth,Convertible Note,null,null,0,65,250,9/3/2019 0:00,56063,4.4,4.8,1,1,2.3,2.5,2.73,0,0
603,"Scrap Connection, Inc.",SAFE,,null,16172,277,250,8/30/2019 0:00,56032,2.7,3.7,4.8,4.4,5,3.7,3.86,0,0
605,Aptera Motors,SAFE,,null,0,66,250,8/29/2019 0:00,56241,1.4,5,3.5,1,2.5,3.1,2.81,0,0
616,Neurotez,Equity - Common,,null,0,277,248,8/19/2019 0:00,55756,1.2,3.5,5,4.4,5,4.8,3.78,0,0
621,DoraHacks,SAFE,,null,0,277,250,8/14/2019 0:00,56228,1,2.1,1.8,1,1,3.1,1.8,0,0
631,kulaBrands,Equity - Common,,null,1258601,277,250,8/5/2019 0:00,56174,1.4,2.9,3.3,3.9,2.9,3.1,2.94,0,0
637,Dome Audio,Equity - Common,,null,0,65,250,7/29/2019 0:00,55911,1.6,1.2,4.6,1,1.6,3.7,2.43,0,0
650,Thalia Brands,Equity - Common,,null,2183575,65,250,7/18/2019 0:00,55747,2.7,2.5,1,4.4,2.9,4.2,2.94,0,0
652,The Human Baton,Equity - Preferred,,null,0,277,248,7/18/2019 0:00,55864,1.6,4.2,4.4,1,3.5,4.2,3.06,0,0
654,Rayton Solar,Convertible Note,,null,0,277,250,7/17/2019 0:00,56113,1,3.1,3.9,3.7,4.2,4.8,3.32,0,0
655,Spero CBD,Convertible Note,,null,140,65,250,7/16/2019 0:00,55970,3.7,2.5,2.5,1,1.6,2.5,2.43,0,0
656,El Tinieblo International,Equity - Common,,null,0,277,248,7/13/2019 0:00,55831,2.7,4.2,2.7,1,2.7,3.7,2.85,0,0
662,StorEn Technologies,Equity - Common,,null,500000,277,250,7/4/2019 0:00,56261,1.2,2.1,3.9,4.4,3.9,4.8,3.27,0,0
665,Weeds Never Sleep,SAFE,,null,0,65,250,7/3/2019 0:00,55452,4.6,1.6,3.5,1,3.1,4.2,2.98,0,0
677,SanMelix Laboratories,Equity - Common,,null,0,277,247,6/20/2019 0:00,55513,2.9,3.7,4.6,2.9,5,4.8,3.78,0,0
703,KingsCrowd,Equity - Common,,null,2293,66,250,5/27/2019 0:00,56265,4.4,3.7,2.9,2.3,4.8,4.8,3.61,0,0
720,420 Real Estate,Convertible Note,,null,0,65,250,5/15/2019 0:00,56153,4.8,4.4,1,1,2.3,2.5,2.73,0,0
736,Core State Holdings,Equity - Preferred,,null,0,66,250,5/1/2019 0:00,55543,3.9,2.1,2.9,1,1.4,2.1,2.39,0,0
738,Bounty0x,SAFE,,null,0,66,250,5/1/2019 0:00,56175,4.2,2.9,1.8,1,1.2,1.2,2.22,0,0
763,Eclipse Diagnostics,Equity - Common,,null,0,66,250,4/11/2019 0:00,56209,1.8,3.3,4.4,2.5,3.7,3.7,3.15,0,0
783,Trella Technologies,Convertible Note,,null,68,277,250,3/20/2019 0:00,55803,1.2,4.2,4.4,1,2.5,3.1,2.77,0,0
798,81-c,Equity - Tokens,,null,0,65,250,3/7/2019 0:00,56210,5,1.4,4.2,1,2.3,2.1,2.73,0,0
811,WaterRR,Equity - Common,,null,0,65,250,2/28/2019 0:00,56211,4.2,3.7,4.4,1,5,5,3.65,0,0
845,QwikLeaf,Convertible Note,,null,0,66,250,2/4/2019 0:00,55770,4.2,1.6,1,1,1,2.5,2.05,0,0
866,GURU by MSBAI,Equity - Common,,null,0,66,250,1/24/2019 0:00,55771,3.1,2.9,4.6,1,2.9,3.1,2.94,0,0
